backtest_date,symbol,entry_date,entry_price,exit_date,exit_price,pct_gain,outcome,hold_days,score,years_window,min_score,take_profit_pct,stop_loss_pct
2026-03-03,TMO,2025-02-12,539.595,2025-03-31,497.05,-7.88,SL,47,2,3,2,0.1500,0.0700,False
2026-03-03,TMO,2025-03-31,496.505,2025-04-07,417.77,-15.86,SL,7,3,3,2,0.1500,0.0700,False
2026-03-03,TMO,2025-04-07,451.16,2025-04-09,417.76,-7.4,SL,2,4,3,2,0.1500,0.0700,False
2026-03-03,TMO,2025-04-09,448.6,2025-05-07,410.25,-8.55,SL,28,3,3,2,0.1500,0.0700,False
2026-03-03,TMO,2025-05-07,408.0,2025-07-25,478.035,17.17,TP,79,3,3,2,0.1500,0.0700,False
2026-03-03,TMO,2026-02-04,564.98,2026-02-13,514.55,-8.93,SL,9,2,3,2,0.1500,0.0700,False
2026-03-03,TMO,2026-02-13,502.585,2026-03-02,508.58,1.19,OPEN,17,3,3,2,0.1500,0.0700,False
2026-03-03,COST,2024-12-30,923.65,2025-02-13,1067.01,15.52,TP,45,2,3,2,0.1500,0.0700,False
2026-03-03,COST,2025-03-10,931.0,2025-12-16,857.435,-7.9,SL,281,3,3,2,0.1500,0.0700,False
2026-03-03,COST,2025-12-16,858.5,2026-02-06,988.15,15.1,TP,52,3,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2023-08-03,311.9,2023-08-21,286.12,-8.27,SL,18,2,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2023-08-21,287.73,2023-10-13,266.83,-7.26,SL,53,3,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2023-10-13,276.0,2023-11-27,314.68,14.01,TP,45,2,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2024-04-19,369.54,2024-06-13,424.74,14.94,TP,55,2,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2025-03-06,533.18,2025-03-11,481.23,-9.74,SL,5,2,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2025-03-11,511.06,2025-04-07,430.97,-15.67,SL,27,3,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2025-04-07,479.58,2025-05-13,561.67,17.12,TP,36,2,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2025-06-09,525.81,2025-07-25,492.48,-6.34,SL,46,2,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2025-07-28,497.25,2025-09-04,440.69,-11.37,SL,38,2,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2025-09-04,454.83,2025-10-23,525.37,15.51,TP,49,2,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2026-01-16,527.0,2026-02-04,480.105,-8.9,SL,19,2,3,2,0.1500,0.0700,False
2026-03-03,ISRG,2026-02-04,482.78,2026-03-02,496.25,2.79,OPEN,26,3,3,2,0.1500,0.0700,False
2026-03-03,MSFT,2023-09-26,309.354,2023-11-08,358.268,15.81,TP,43,2,3,2,0.1500,0.0700,True
2026-03-03,MSFT,2024-04-30,390.417,2024-06-26,447.297,14.57,TP,57,3,3,2,0.1500,0.0700,True
2026-03-03,MSFT,2024-07-25,416.614,2025-03-11,379.0,-9.03,SL,229,3,3,2,0.1500,0.0700,True
2026-03-03,MSFT,2025-03-11,382.95,2025-04-09,353.535,-7.68,SL,29,3,3,2,0.1500,0.0700,True
2026-03-03,MSFT,2025-04-10,380.635,2025-05-09,440.0,15.6,TP,29,2,3,2,0.1500,0.0700,True
2026-03-03,MSFT,2025-11-06,496.945,2026-01-15,464.12,-6.61,SL,70,2,3,2,0.1500,0.0700,True
2026-03-03,MSFT,2026-01-15,457.83,2026-02-03,422.01,-7.82,SL,19,2,3,2,0.1500,0.0700,True
2026-03-03,MSFT,2026-02-03,411.0,2026-03-02,398.55,-3.03,OPEN,27,3,3,2,0.1500,0.0700,True
2026-03-03,XOM,2023-10-06,110.44,2023-11-17,103.06,-6.68,SL,42,3,3,2,0.1500,0.0700,True
2026-03-03,XOM,2023-11-20,104.21,2024-01-19,96.72,-7.19,SL,60,2,3,2,0.1500,0.0700,True
2026-03-03,XOM,2024-01-19,96.7,2024-03-15,110.85,14.63,TP,56,2,3,2,0.1500,0.0700,True
2026-03-03,XOM,2024-06-13,110.02,2025-04-09,99.37,-9.68,SL,300,2,3,2,0.1500,0.0700,True
2026-03-03,XOM,2025-04-09,103.71,2025-11-12,119.1,14.84,TP,217,3,3,2,0.1500,0.0700,True
2026-03-03,TSM,2023-08-08,95.83,2023-09-19,88.45,-7.7,SL,42,2,3,2,0.1500,0.0700,True
2026-03-03,TSM,2023-09-19,88.52,2023-12-14,103.35,16.75,TP,86,3,3,2,0.1500,0.0700,True
2026-03-03,TSM,2024-04-19,126.75,2024-05-13,148.02,16.78,TP,24,2,3,2,0.1500,0.0700,True
2026-03-03,TSM,2024-07-30,163.77,2024-08-05,133.86,-18.26,SL,6,3,3,2,0.1500,0.0700,True
2026-03-03,TSM,2024-08-05,150.44,2024-08-16,173.39,15.26,TP,11,3,3,2,0.1500,0.0700,True
2026-03-03,TSM,2024-09-06,160.76,2024-09-27,185.84,15.6,TP,21,2,3,2,0.1500,0.0700,True
2026-03-03,TSM,2025-02-24,190.65,2025-03-04,175.06,-8.18,SL,8,2,3,2,0.1500,0.0700,True
2026-03-03,TSM,2025-03-04,183.415,2025-03-28,168.04,-8.38,SL,24,2,3,2,0.1500,0.0700,True
2026-03-03,TSM,2025-03-28,160.36,2025-04-07,134.51,-16.12,SL,10,2,3,2,0.1500,0.0700,True
2026-03-03,TSM,2025-04-07,151.98,2025-05-05,179.18,17.9,TP,28,4,3,2,0.1500,0.0700,True
2026-03-03,WFC,2023-08-16,42.47,2023-10-04,38.51,-9.32,SL,49,2,3,2,0.1500,0.0700,True
2026-03-03,WFC,2023-10-04,38.76,2023-12-01,44.51,14.83,TP,58,3,3,2,0.1500,0.0700,True
2026-03-03,WFC,2024-08-02,51.31,2024-10-14,61.27,19.41,TP,73,3,3,2,0.1500,0.0700,True
2026-03-03,WFC,2025-03-06,72.25,2025-03-11,66.825,-7.51,SL,5,2,3,2,0.1500,0.0700,True
2026-03-03,WFC,2025-03-11,68.85,2025-04-07,60.69,-11.85,SL,27,3,3,2,0.1500,0.0700,True
2026-03-03,WFC,2025-04-07,64.685,2025-05-13,75.44,16.63,TP,36,3,3,2,0.1500,0.0700,True
2026-03-03,WFC,2025-10-10,78.74,2025-12-11,90.54,14.99,TP,62,3,3,2,0.1500,0.0700,True
2026-03-03,WFC,2026-01-20,86.5,2026-03-02,82.58,-4.53,OPEN,41,2,3,2,0.1500,0.0700,True
2026-03-03,CSCO,2023-09-21,53.4,2023-11-17,48.05,-10.02,SL,57,2,3,2,0.1500,0.0700,True
2026-03-03,CSCO,2023-11-17,47.56,2024-10-17,56.375,18.53,TP,335,4,3,2,0.1500,0.0700,True
2026-03-03,CSCO,2025-03-13,60.32,2025-04-07,53.38,-11.51,SL,25,3,3,2,0.1500,0.0700,True
2026-03-03,CSCO,2025-04-07,54.735,2025-05-16,63.91,16.76,TP,39,3,3,2,0.1500,0.0700,True
2026-03-03,SAP,2023-09-21,132.26,2023-11-21,153.1,15.76,TP,61,2,3,2,0.1500,0.0700,True
2026-03-03,SAP,2024-04-18,178.21,2024-07-08,205.65,15.4,TP,81,2,3,2,0.1500,0.0700,True
2026-03-03,SAP,2025-03-13,260.53,2025-04-08,244.36,-6.21,SL,26,3,3,2,0.1500,0.0700,True
2026-03-03,SAP,2025-04-08,238.45,2025-04-28,284.72,19.4,TP,20,3,3,2,0.1500,0.0700,True
2026-03-03,SAP,2025-07-28,285.86,2025-09-11,259.16,-9.34,SL,45,3,3,2,0.1500,0.0700,True
2026-03-03,SAP,2025-09-11,258.19,2025-11-18,238.55,-7.61,SL,68,2,3,2,0.1500,0.0700,True
2026-03-03,SAP,2025-11-18,239.59,2026-01-30,203.83,-14.93,SL,73,4,3,2,0.1500,0.0700,True
2026-03-03,SAP,2026-01-30,205.575,2026-03-02,196.01,-4.65,OPEN,31,4,3,2,0.1500,0.0700,True
2026-03-03,PG,2023-09-27,147.815,2024-08-05,170.88,15.6,TP,313,2,3,2,0.1500,0.0700,True
2026-03-03,PG,2024-10-07,166.85,2025-07-15,153.56,-7.97,SL,281,2,3,2,0.1500,0.0700,True
2026-03-03,PG,2025-07-15,152.74,2025-12-09,139.19,-8.87,SL,147,3,3,2,0.1500,0.0700,True
2026-03-03,PG,2025-12-09,139.69,2026-02-13,161.74,15.78,TP,66,3,3,2,0.1500,0.0700,True
2026-03-03,UNH,2023-08-31,462.912,2023-12-01,535.825,15.75,TP,92,2,3,2,0.1500,0.0700,True
2026-03-03,UNH,2024-01-19,490.578,2024-04-03,451.522,-7.96,SL,75,2,3,2,0.1500,0.0700,True
2026-03-03,UNH,2024-04-03,450.37,2024-07-17,543.733,20.73,TP,105,4,3,2,0.1500,0.0700,True
2026-03-03,UNH,2024-12-06,545.777,2024-12-17,481.51,-11.78,SL,11,3,3,2,0.1500,0.0700,True
2026-03-03,UNH,2024-12-17,480.521,2025-04-10,576.145,19.9,TP,114,3,3,2,0.1500,0.0700,True
2026-03-03,UNH,2025-04-17,446.59,2025-04-30,406.142,-9.06,SL,13,4,3,2,0.1500,0.0700,True
2026-03-03,UNH,2025-04-30,408.421,2025-05-12,378.314,-7.37,SL,12,4,3,2,0.1500,0.0700,True
2026-03-03,UNH,2025-05-12,333.368,2025-05-14,319.184,-4.25,SL,2,4,3,2,0.1500,0.0700,True
2026-03-03,UNH,2025-05-14,272.962,2025-05-21,298.878,9.49,TP,7,4,3,2,0.1500,0.0700,True
2026-03-03,UNH,2025-05-21,291.928,2025-07-30,264.375,-9.44,SL,70,4,3,2,0.1500,0.0700,True
2026-03-03,UNH,2025-07-30,261.4,2025-08-04,238.24,-8.86,SL,5,4,3,2,0.1500,0.0700,True
2026-03-03,UNH,2025-08-04,241.16,2025-08-18,313.175,29.86,TP,14,4,3,2,0.1500,0.0700,True
2026-03-03,UNH,2025-08-18,308.9,2025-10-06,361.025,16.87,TP,49,2,3,2,0.1500,0.0700,True
2026-03-03,UNH,2025-11-04,326.3,2026-01-28,283.72,-13.05,SL,85,3,3,2,0.1500,0.0700,True
2026-03-03,UNH,2026-01-28,294.33,2026-02-06,267.08,-9.26,SL,9,4,3,2,0.1500,0.0700,True
2026-03-03,UNH,2026-02-06,274.15,2026-03-02,294.93,7.58,OPEN,24,4,3,2,0.1500,0.0700,True
2026-03-03,AXP,2023-08-22,159.33,2023-10-04,145.9,-8.43,SL,43,2,3,2,0.1500,0.0700,True
2026-03-03,AXP,2023-10-04,145.58,2023-11-30,168.0,15.4,TP,57,4,3,2,0.1500,0.0700,True
2026-03-03,AXP,2024-06-11,227.43,2024-09-18,264.4,16.26,TP,99,2,3,2,0.1500,0.0700,True
2026-03-03,AXP,2025-02-21,297.34,2025-03-07,272.8653,-8.23,SL,14,2,3,2,0.1500,0.0700,True
2026-03-03,AXP,2025-03-07,267.715,2025-04-04,237.92,-11.13,SL,28,3,3,2,0.1500,0.0700,True
2026-03-03,AXP,2025-04-04,225.285,2025-04-10,255.015,13.2,TP,6,4,3,2,0.1500,0.0700,True
2026-03-03,AXP,2025-04-10,245.905,2025-05-09,285.365,16.05,TP,29,2,3,2,0.1500,0.0700,True
2026-03-03,AXP,2026-01-20,352.3,2026-02-24,320.49,-9.03,SL,35,2,3,2,0.1500,0.0700,True
2026-03-03,AXP,2026-02-24,323.22,2026-03-02,307.43,-4.89,OPEN,6,3,3,2,0.1500,0.0700,True
2026-03-03,V,2023-09-25,229.295,2024-01-18,265.401,15.75,TP,115,2,3,2,0.1500,0.0700,True
2026-03-03,V,2024-04-19,268.943,2024-11-12,308.691,14.78,TP,207,2,3,2,0.1500,0.0700,True
2026-03-03,V,2025-03-13,327.21,2026-03-02,320.51,-2.05,OPEN,354,2,3,2,0.1500,0.0700,True
2026-03-03,HSBC,2023-08-15,38.05,2024-05-03,44.67,17.4,TP,262,2,3,2,0.1500,0.0700,True
2026-03-03,HSBC,2024-08-05,40.03,2024-10-30,46.29,15.64,TP,86,3,3,2,0.1500,0.0700,True
2026-03-03,HSBC,2025-04-03,49.72,2025-04-30,55.41,11.44,TP,27,2,3,2,0.1500,0.0700,True
2026-03-03,NVS,2023-09-06,98.22,2024-08-15,113.55,15.61,TP,344,2,3,2,0.1500,0.0700,True
2026-03-03,NVS,2024-10-29,110.63,2024-12-05,102.71,-7.16,SL,37,2,3,2,0.1500,0.0700,True
2026-03-03,NVS,2024-12-05,102.79,2025-06-11,118.53,15.31,TP,188,2,3,2,0.1500,0.0700,True
2026-03-03,NVS,2025-10-28,123.29,2026-01-07,141.67,14.91,TP,71,2,3,2,0.1500,0.0700,True
2026-03-03,ASML,2023-08-15,655.59,2023-09-18,588.18,-10.28,SL,34,2,3,2,0.1500,0.0700,True
2026-03-03,ASML,2023-09-18,596.04,2023-11-20,685.32,14.98,TP,63,4,3,2,0.1500,0.0700,True
2026-03-03,ASML,2024-04-19,870.0,2024-06-06,1048.0,20.46,TP,48,2,3,2,0.1500,0.0700,True
2026-03-03,ASML,2024-07-17,953.5,2024-07-25,873.0,-8.44,SL,8,2,3,2,0.1500,0.0700,True
2026-03-03,ASML,2024-07-25,893.92,2024-08-05,775.0,-13.3,SL,11,3,3,2,0.1500,0.0700,True
2026-03-03,ASML,2024-08-05,840.36,2024-09-09,764.08,-9.08,SL,35,2,3,2,0.1500,0.0700,True
2026-03-03,ASML,2024-09-09,749.91,2024-10-15,867.22,15.64,TP,36,3,3,2,0.1500,0.0700,True
2026-03-03,ASML,2024-10-15,710.97,2024-11-18,651.07,-8.43,SL,34,3,3,2,0.1500,0.0700,True
2026-03-03,ASML,2024-11-18,662.82,2025-01-07,775.0,16.92,TP,50,2,3,2,0.1500,0.0700,True
2026-03-03,ASML,2025-01-07,753.0,2025-01-28,678.8,-9.85,SL,21,2,3,2,0.1500,0.0700,True
2026-03-03,ASML,2025-01-28,727.155,2025-03-31,660.26,-9.2,SL,62,3,3,2,0.1500,0.0700,True
2026-03-03,ASML,2025-03-31,664.57,2025-04-07,586.5,-11.75,SL,7,3,3,2,0.1500,0.0700,True
2026-03-03,ASML,2025-04-07,632.02,2025-05-13,745.26,17.92,TP,36,4,3,2,0.1500,0.0700,True
2026-03-03,ASML,2025-07-21,718.305,2025-09-16,879.94,22.5,TP,57,3,3,2,0.1500,0.0700,True
2026-03-03,TMO,2023-08-16,530.85,2023-10-12,491.84,-7.35,SL,57,2,3,2,0.1500,0.0700,True
2026-03-03,TMO,2023-10-12,479.63,2023-10-26,431.13,-10.11,SL,14,3,3,2,0.1500,0.0700,True
2026-03-03,TMO,2023-10-26,439.57,2023-12-14,529.54,20.47,TP,49,4,3,2,0.1500,0.0700,True
2026-03-03,TMO,2024-04-17,534.8,2024-07-31,614.23,14.85,TP,105,2,3,2,0.1500,0.0700,True
2026-03-03,TMO,2024-10-23,572.36,2024-11-18,510.01,-10.89,SL,26,2,3,2,0.1500,0.0700,True
2026-03-03,TMO,2024-11-18,495.61,2025-01-22,572.5,15.51,TP,65,4,3,2,0.1500,0.0700,True
2026-03-03,TMO,2025-02-12,539.595,2025-03-31,497.05,-7.88,SL,47,2,3,2,0.1500,0.0700,True
2026-03-03,TMO,2025-03-31,496.505,2025-04-07,417.77,-15.86,SL,7,3,3,2,0.1500,0.0700,True
2026-03-03,TMO,2025-04-07,451.16,2025-04-09,417.76,-7.4,SL,2,4,3,2,0.1500,0.0700,True
2026-03-03,TMO,2025-04-09,448.6,2025-05-07,410.25,-8.55,SL,28,3,3,2,0.1500,0.0700,True
2026-03-03,TMO,2025-05-07,408.0,2025-07-25,478.035,17.17,TP,79,3,3,2,0.1500,0.0700,True
2026-03-03,TMO,2026-02-04,564.98,2026-02-13,514.55,-8.93,SL,9,2,3,2,0.1500,0.0700,True
2026-03-03,TMO,2026-02-13,502.585,2026-03-02,508.58,1.19,OPEN,17,3,3,2,0.1500,0.0700,True
