backtest_date,symbol,entry_date,entry_price,exit_date,exit_price,pct_gain,outcome,hold_days,score,years_window,min_score,take_profit_pct,stop_loss_pct
2026-03-03,TSLA,2025-03-07,252.535,2025-03-11,225.305,-10.78,SL,4,3,3,2,0.1500,0.0700,False
2026-03-03,TSLA,2025-03-11,247.22,2025-03-19,231.61,-6.31,SL,8,3,3,2,0.1500,0.0700,False
2026-03-03,TSLA,2025-03-19,233.345,2025-03-25,283.6,21.54,TP,6,3,3,2,0.1500,0.0700,False
2026-03-03,TSLA,2025-04-04,223.78,2025-04-10,260.0,16.19,TP,6,2,3,2,0.1500,0.0700,False
2026-03-03,TSLA,2025-04-16,243.47,2025-04-28,288.98,18.69,TP,12,2,3,2,0.1500,0.0700,False
2026-03-03,TSLA,2025-06-05,298.83,2025-06-24,356.17,19.19,TP,19,2,3,2,0.1500,0.0700,False
2026-03-03,TSLA,2025-07-07,297.0,2025-08-26,344.93,16.14,TP,50,2,3,2,0.1500,0.0700,False
2026-03-03,TSLA,2026-01-20,421.66,2026-03-02,403.32,-4.35,OPEN,41,2,3,2,0.1500,0.0700,False
2026-03-03,BAC,2023-08-18,29.22,2023-09-27,27.23,-6.81,SL,40,2,3,2,0.1500,0.0700,False
2026-03-03,BAC,2023-09-27,27.17,2023-10-30,25.32,-6.81,SL,33,3,3,2,0.1500,0.0700,False
2026-03-03,BAC,2023-10-30,25.74,2023-11-16,29.43,14.34,TP,17,2,3,2,0.1500,0.0700,False
2026-03-03,BAC,2024-08-02,35.65,2024-10-14,41.96,17.7,TP,73,3,3,2,0.1500,0.0700,False
2026-03-03,BAC,2024-12-18,43.97,2025-03-11,39.675,-9.77,SL,83,2,3,2,0.1500,0.0700,False
2026-03-03,BAC,2025-03-11,40.2,2025-04-04,35.2,-12.44,SL,24,3,3,2,0.1500,0.0700,False
2026-03-03,BAC,2025-04-04,34.97,2025-05-05,40.85,16.81,TP,31,4,3,2,0.1500,0.0700,False
2026-03-03,BAC,2026-01-14,52.635,2026-03-02,49.81,-5.37,OPEN,47,2,3,2,0.1500,0.0700,False
2026-03-03,MSFT,2023-09-26,309.354,2023-11-08,358.268,15.81,TP,43,2,3,2,0.1500,0.0700,False
2026-03-03,MSFT,2024-04-30,390.417,2024-06-26,447.297,14.57,TP,57,3,3,2,0.1500,0.0700,False
2026-03-03,MSFT,2024-07-25,416.614,2025-03-11,379.0,-9.03,SL,229,3,3,2,0.1500,0.0700,False
2026-03-03,MSFT,2025-03-11,382.95,2025-04-09,353.535,-7.68,SL,29,3,3,2,0.1500,0.0700,False
2026-03-03,MSFT,2025-04-10,380.635,2025-05-09,440.0,15.6,TP,29,2,3,2,0.1500,0.0700,False
2026-03-03,MSFT,2025-11-06,496.945,2026-01-15,464.12,-6.61,SL,70,2,3,2,0.1500,0.0700,False
2026-03-03,MSFT,2026-01-15,457.83,2026-02-03,422.01,-7.82,SL,19,2,3,2,0.1500,0.0700,False
2026-03-03,MSFT,2026-02-03,411.0,2026-03-02,398.55,-3.03,OPEN,27,3,3,2,0.1500,0.0700,False
2026-03-03,XOM,2023-10-06,110.44,2023-11-17,103.06,-6.68,SL,42,3,3,2,0.1500,0.0700,False
2026-03-03,XOM,2023-11-20,104.21,2024-01-19,96.72,-7.19,SL,60,2,3,2,0.1500,0.0700,False
2026-03-03,XOM,2024-01-19,96.7,2024-03-15,110.85,14.63,TP,56,2,3,2,0.1500,0.0700,False
2026-03-03,XOM,2024-06-13,110.02,2025-04-09,99.37,-9.68,SL,300,2,3,2,0.1500,0.0700,False
2026-03-03,XOM,2025-04-09,103.71,2025-11-12,119.1,14.84,TP,217,3,3,2,0.1500,0.0700,False
2026-03-03,TSM,2023-08-08,95.83,2023-09-19,88.45,-7.7,SL,42,2,3,2,0.1500,0.0700,False
2026-03-03,TSM,2023-09-19,88.52,2023-12-14,103.35,16.75,TP,86,3,3,2,0.1500,0.0700,False
2026-03-03,TSM,2024-04-19,126.75,2024-05-13,148.02,16.78,TP,24,2,3,2,0.1500,0.0700,False
2026-03-03,TSM,2024-07-30,163.77,2024-08-05,133.86,-18.26,SL,6,3,3,2,0.1500,0.0700,False
2026-03-03,TSM,2024-08-05,150.44,2024-08-16,173.39,15.26,TP,11,3,3,2,0.1500,0.0700,False
2026-03-03,TSM,2024-09-06,160.76,2024-09-27,185.84,15.6,TP,21,2,3,2,0.1500,0.0700,False
2026-03-03,TSM,2025-02-24,190.65,2025-03-04,175.06,-8.18,SL,8,2,3,2,0.1500,0.0700,False
2026-03-03,TSM,2025-03-04,183.415,2025-03-28,168.04,-8.38,SL,24,2,3,2,0.1500,0.0700,False
2026-03-03,TSM,2025-03-28,160.36,2025-04-07,134.51,-16.12,SL,10,2,3,2,0.1500,0.0700,False
2026-03-03,TSM,2025-04-07,151.98,2025-05-05,179.18,17.9,TP,28,4,3,2,0.1500,0.0700,False
2026-03-03,AVGO,2023-09-21,79.893,2023-11-13,93.5633,17.11,TP,53,2,3,2,0.1500,0.0700,False
2026-03-03,AVGO,2024-08-05,141.265,2024-08-16,163.931,16.05,TP,11,2,3,2,0.1500,0.0700,False
2026-03-03,AVGO,2024-09-06,138.654,2024-09-13,166.188,19.86,TP,7,3,3,2,0.1500,0.0700,False
2026-03-03,AVGO,2024-11-15,165.66,2024-12-16,231.79,39.92,TP,31,2,3,2,0.1500,0.0700,False
2026-03-03,AVGO,2025-02-25,206.91,2025-03-04,189.215,-8.55,SL,7,2,3,2,0.1500,0.0700,False
2026-03-03,AVGO,2025-03-04,191.86,2025-03-28,171.93,-10.39,SL,24,3,3,2,0.1500,0.0700,False
2026-03-03,AVGO,2025-03-28,164.485,2025-04-07,144.49,-12.16,SL,10,3,3,2,0.1500,0.0700,False
2026-03-03,AVGO,2025-04-07,167.62,2025-05-02,203.9,21.64,TP,25,3,3,2,0.1500,0.0700,False
2026-03-03,AVGO,2025-12-15,336.02,2026-02-05,314.335,-6.45,SL,52,2,3,2,0.1500,0.0700,False
2026-03-03,AVGO,2026-02-05,320.1,2026-03-02,318.82,-0.4,OPEN,25,3,3,2,0.1500,0.0700,False
2026-03-03,NOW,2023-09-21,110.356,2023-11-13,126.756,14.86,TP,53,2,3,2,0.1500,0.0700,False
2026-03-03,NOW,2024-04-19,144.65,2024-05-31,130.358,-9.88,SL,42,3,3,2,0.1500,0.0700,False
2026-03-03,NOW,2024-05-31,131.96,2024-06-28,155.086,17.53,TP,28,3,3,2,0.1500,0.0700,False
2026-03-03,NOW,2025-02-07,203.258,2025-02-24,188.8,-7.11,SL,17,2,3,2,0.1500,0.0700,False
2026-03-03,NOW,2025-02-24,183.877,2025-03-10,163.588,-11.03,SL,14,3,3,2,0.1500,0.0700,False
2026-03-03,NOW,2025-03-10,159.991,2025-04-07,137.656,-13.96,SL,28,3,3,2,0.1500,0.0700,False
2026-03-03,NOW,2025-04-07,153.7,2025-04-25,188.8,22.84,TP,18,4,3,2,0.1500,0.0700,False
2026-03-03,NOW,2025-07-11,187.756,2025-08-11,173.601,-7.54,SL,31,2,3,2,0.1500,0.0700,False
2026-03-03,NOW,2025-08-11,171.562,2025-12-16,154.894,-9.72,SL,127,3,3,2,0.1500,0.0700,False
2026-03-03,NOW,2025-12-16,157.04,2026-01-12,141.64,-9.81,SL,27,4,3,2,0.1500,0.0700,False
2026-03-03,NOW,2026-01-12,142.14,2026-01-16,129.7,-8.75,SL,4,4,3,2,0.1500,0.0700,False
2026-03-03,NOW,2026-01-16,126.57,2026-01-30,117.54,-7.13,SL,14,4,3,2,0.1500,0.0700,False
2026-03-03,NOW,2026-01-30,118.99,2026-02-04,107.19,-9.92,SL,5,4,3,2,0.1500,0.0700,False
2026-03-03,NOW,2026-02-04,109.025,2026-02-09,100.57,-7.76,SL,5,4,3,2,0.1500,0.0700,False
2026-03-03,NOW,2026-02-09,104.99,2026-03-02,109.42,4.22,OPEN,21,4,3,2,0.1500,0.0700,False
2026-03-03,WFC,2023-08-16,42.47,2023-10-04,38.51,-9.32,SL,49,2,3,2,0.1500,0.0700,False
2026-03-03,WFC,2023-10-04,38.76,2023-12-01,44.51,14.83,TP,58,3,3,2,0.1500,0.0700,False
2026-03-03,WFC,2024-08-02,51.31,2024-10-14,61.27,19.41,TP,73,3,3,2,0.1500,0.0700,False
2026-03-03,WFC,2025-03-06,72.25,2025-03-11,66.825,-7.51,SL,5,2,3,2,0.1500,0.0700,False
2026-03-03,WFC,2025-03-11,68.85,2025-04-07,60.69,-11.85,SL,27,3,3,2,0.1500,0.0700,False
2026-03-03,WFC,2025-04-07,64.685,2025-05-13,75.44,16.63,TP,36,3,3,2,0.1500,0.0700,False
2026-03-03,WFC,2025-10-10,78.74,2025-12-11,90.54,14.99,TP,62,3,3,2,0.1500,0.0700,False
2026-03-03,WFC,2026-01-20,86.5,2026-03-02,82.58,-4.53,OPEN,41,2,3,2,0.1500,0.0700,False
2026-03-03,CSCO,2023-09-21,53.4,2023-11-17,48.05,-10.02,SL,57,2,3,2,0.1500,0.0700,False
2026-03-03,CSCO,2023-11-17,47.56,2024-10-17,56.375,18.53,TP,335,4,3,2,0.1500,0.0700,False
2026-03-03,CSCO,2025-03-13,60.32,2025-04-07,53.38,-11.51,SL,25,3,3,2,0.1500,0.0700,False
2026-03-03,CSCO,2025-04-07,54.735,2025-05-16,63.91,16.76,TP,39,3,3,2,0.1500,0.0700,False
2026-03-03,SAP,2023-09-21,132.26,2023-11-21,153.1,15.76,TP,61,2,3,2,0.1500,0.0700,False
2026-03-03,SAP,2024-04-18,178.21,2024-07-08,205.65,15.4,TP,81,2,3,2,0.1500,0.0700,False
2026-03-03,SAP,2025-03-13,260.53,2025-04-08,244.36,-6.21,SL,26,3,3,2,0.1500,0.0700,False
2026-03-03,SAP,2025-04-08,238.45,2025-04-28,284.72,19.4,TP,20,3,3,2,0.1500,0.0700,False
2026-03-03,SAP,2025-07-28,285.86,2025-09-11,259.16,-9.34,SL,45,3,3,2,0.1500,0.0700,False
2026-03-03,SAP,2025-09-11,258.19,2025-11-18,238.55,-7.61,SL,68,2,3,2,0.1500,0.0700,False
2026-03-03,SAP,2025-11-18,239.59,2026-01-30,203.83,-14.93,SL,73,4,3,2,0.1500,0.0700,False
2026-03-03,SAP,2026-01-30,205.575,2026-03-02,196.01,-4.65,OPEN,31,4,3,2,0.1500,0.0700,False
2026-03-03,PG,2023-09-27,147.815,2024-08-05,170.88,15.6,TP,313,2,3,2,0.1500,0.0700,False
2026-03-03,PG,2024-10-07,166.85,2025-07-15,153.56,-7.97,SL,281,2,3,2,0.1500,0.0700,False
2026-03-03,PG,2025-07-15,152.74,2025-12-09,139.19,-8.87,SL,147,3,3,2,0.1500,0.0700,False
2026-03-03,PG,2025-12-09,139.69,2026-02-13,161.74,15.78,TP,66,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2023-08-03,8.2,2023-08-09,7.41,-9.63,SL,6,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2023-08-09,7.38,2023-08-21,6.84,-7.32,SL,12,4,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2023-08-21,7.05,2023-09-11,6.57,-6.81,SL,21,4,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2023-09-11,6.5,2023-09-25,5.95,-8.46,SL,14,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2023-09-25,6.05,2023-11-08,7.03,16.2,TP,44,4,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2023-11-08,7.01,2023-11-24,8.09,15.41,TP,16,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2024-04-17,12.3,2024-05-06,11.8,-4.07,SL,19,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2024-05-06,13.635,2024-05-08,12.08,-11.4,SL,2,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2024-08-06,16.8,2024-08-15,15.9,-5.36,SL,9,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2024-08-15,15.66,2024-09-04,14.33,-8.49,SL,20,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2024-09-04,14.49,2024-09-20,16.81,16.01,TP,16,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2024-10-30,19.11,2024-11-07,23.4,22.45,TP,8,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-03-13,32.17,2025-03-25,37.85,17.66,TP,12,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-03-27,31.665,2025-03-31,27.7,-12.52,SL,4,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-03-31,29.705,2025-04-07,24.5,-17.52,SL,7,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-04-07,29.8,2025-04-09,26.25,-11.91,SL,2,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-04-09,28.5,2025-04-22,26.48,-7.09,SL,13,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-04-22,27.0,2025-04-30,33.73,24.93,TP,8,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-06-23,42.435,2025-06-30,50.76,19.62,TP,7,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-08-15,45.0447,2025-09-03,43.0,-4.54,SL,19,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-10-17,51.37,2025-10-23,48.02,-6.52,SL,6,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-10-23,49.94,2025-10-31,45.365,-9.16,SL,8,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-10-31,46.9,2025-11-05,44.07,-6.03,SL,5,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-11-05,44.0,2025-11-12,39.5,-10.23,SL,7,2,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-11-12,38.95,2025-11-14,35.425,-9.05,SL,2,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-11-14,36.66,2025-11-21,33.56,-8.46,SL,7,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2025-11-21,35.11,2026-01-02,33.0,-6.01,SL,42,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2026-01-02,33.96,2026-01-15,31.6,-6.95,SL,13,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2026-01-15,31.25,2026-01-22,29.45,-5.76,SL,7,4,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2026-01-22,30.14,2026-02-02,27.11,-10.05,SL,11,3,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2026-02-02,26.55,2026-02-05,26.8,0.94,SL,3,4,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2026-02-05,22.3,2026-02-10,18.7,-16.14,SL,5,4,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2026-02-10,17.52,2026-02-13,16.11,-8.05,SL,3,4,3,2,0.1500,0.0700,False
2026-03-03,HIMS,2026-02-13,16.3,2026-03-02,14.51,-10.98,SL,17,4,3,2,0.1500,0.0700,False
2026-03-03,RTX,2023-08-03,85.05,2023-09-12,74.7,-12.17,SL,40,4,3,2,0.1500,0.0700,False
2026-03-03,RTX,2023-09-12,75.56,2023-10-05,70.16,-7.15,SL,23,4,3,2,0.1500,0.0700,False
2026-03-03,RTX,2023-10-05,69.1,2023-11-01,82.0,18.67,TP,27,4,3,2,0.1500,0.0700,False
2026-03-03,RTX,2023-11-21,78.01,2024-01-26,90.69,16.25,TP,66,2,3,2,0.1500,0.0700,False
2026-03-03,RTX,2025-04-04,113.83,2025-05-16,135.705,19.22,TP,42,3,3,2,0.1500,0.0700,False
2026-03-03,MRK,2023-08-03,101.402,2024-01-24,116.52,14.91,TP,174,2,3,2,0.1500,0.0700,False
2026-03-03,MRK,2024-05-30,122.578,2024-07-31,114.314,-6.74,SL,62,2,3,2,0.1500,0.0700,False
2026-03-03,MRK,2024-07-31,111.481,2024-10-28,103.769,-6.92,SL,89,3,3,2,0.1500,0.0700,False
2026-03-03,MRK,2024-10-28,103.487,2024-11-18,95.6642,-7.56,SL,21,3,3,2,0.1500,0.0700,False
2026-03-03,MRK,2024-11-18,95.9618,2025-02-07,87.52,-8.8,SL,81,4,3,2,0.1500,0.0700,False
2026-03-03,MRK,2025-02-07,87.2,2025-04-09,76.76,-11.97,SL,61,4,3,2,0.1500,0.0700,False
2026-03-03,MRK,2025-04-09,80.875,2025-05-15,73.77,-8.79,SL,36,4,3,2,0.1500,0.0700,False
2026-03-03,MRK,2025-05-15,74.985,2025-08-25,87.21,16.3,TP,102,3,3,2,0.1500,0.0700,False
2026-03-03,MRK,2025-09-15,81.01,2025-11-19,95.82,18.28,TP,65,2,3,2,0.1500,0.0700,False
2026-03-03,UNH,2023-08-31,462.912,2023-12-01,535.825,15.75,TP,92,2,3,2,0.1500,0.0700,False
2026-03-03,UNH,2024-01-19,490.578,2024-04-03,451.522,-7.96,SL,75,2,3,2,0.1500,0.0700,False
2026-03-03,UNH,2024-04-03,450.37,2024-07-17,543.733,20.73,TP,105,4,3,2,0.1500,0.0700,False
2026-03-03,UNH,2024-12-06,545.777,2024-12-17,481.51,-11.78,SL,11,3,3,2,0.1500,0.0700,False
2026-03-03,UNH,2024-12-17,480.521,2025-04-10,576.145,19.9,TP,114,3,3,2,0.1500,0.0700,False
2026-03-03,UNH,2025-04-17,446.59,2025-04-30,406.142,-9.06,SL,13,4,3,2,0.1500,0.0700,False
2026-03-03,UNH,2025-04-30,408.421,2025-05-12,378.314,-7.37,SL,12,4,3,2,0.1500,0.0700,False
2026-03-03,UNH,2025-05-12,333.368,2025-05-14,319.184,-4.25,SL,2,4,3,2,0.1500,0.0700,False
2026-03-03,UNH,2025-05-14,272.962,2025-05-21,298.878,9.49,TP,7,4,3,2,0.1500,0.0700,False
2026-03-03,UNH,2025-05-21,291.928,2025-07-30,264.375,-9.44,SL,70,4,3,2,0.1500,0.0700,False
2026-03-03,UNH,2025-07-30,261.4,2025-08-04,238.24,-8.86,SL,5,4,3,2,0.1500,0.0700,False
2026-03-03,UNH,2025-08-04,241.16,2025-08-18,313.175,29.86,TP,14,4,3,2,0.1500,0.0700,False
2026-03-03,UNH,2025-08-18,308.9,2025-10-06,361.025,16.87,TP,49,2,3,2,0.1500,0.0700,False
2026-03-03,UNH,2025-11-04,326.3,2026-01-28,283.72,-13.05,SL,85,3,3,2,0.1500,0.0700,False
2026-03-03,UNH,2026-01-28,294.33,2026-02-06,267.08,-9.26,SL,9,4,3,2,0.1500,0.0700,False
2026-03-03,UNH,2026-02-06,274.15,2026-03-02,294.93,7.58,OPEN,24,4,3,2,0.1500,0.0700,False
2026-03-03,IBM,2023-10-13,139.28,2023-12-04,160.29,15.08,TP,52,2,3,2,0.1500,0.0700,False
2026-03-03,IBM,2024-04-25,167.5,2024-08-16,193.58,15.57,TP,113,3,3,2,0.1500,0.0700,False
2026-03-03,IBM,2024-10-28,211.99,2025-01-31,256.05,20.78,TP,95,2,3,2,0.1500,0.0700,False
2026-03-03,IBM,2025-04-04,218.57,2025-05-08,255.0,16.67,TP,34,3,3,2,0.1500,0.0700,False
2026-03-03,IBM,2025-07-24,260.01,2025-08-12,237.8,-8.54,SL,19,3,3,2,0.1500,0.0700,False
2026-03-03,IBM,2025-08-12,236.205,2025-09-24,272.4,15.32,TP,43,3,3,2,0.1500,0.0700,False
2026-03-03,IBM,2026-02-11,270.3,2026-02-24,227.8,-15.72,SL,13,2,3,2,0.1500,0.0700,False
2026-03-03,IBM,2026-02-24,234.145,2026-03-02,239.37,2.23,OPEN,6,4,3,2,0.1500,0.0700,False
2026-03-03,AXP,2023-08-22,159.33,2023-10-04,145.9,-8.43,SL,43,2,3,2,0.1500,0.0700,False
2026-03-03,AXP,2023-10-04,145.58,2023-11-30,168.0,15.4,TP,57,4,3,2,0.1500,0.0700,False
2026-03-03,AXP,2024-06-11,227.43,2024-09-18,264.4,16.26,TP,99,2,3,2,0.1500,0.0700,False
2026-03-03,AXP,2025-02-21,297.34,2025-03-07,272.8653,-8.23,SL,14,2,3,2,0.1500,0.0700,False
2026-03-03,AXP,2025-03-07,267.715,2025-04-04,237.92,-11.13,SL,28,3,3,2,0.1500,0.0700,False
2026-03-03,AXP,2025-04-04,225.285,2025-04-10,255.015,13.2,TP,6,4,3,2,0.1500,0.0700,False
2026-03-03,AXP,2025-04-10,245.905,2025-05-09,285.365,16.05,TP,29,2,3,2,0.1500,0.0700,False
2026-03-03,AXP,2026-01-20,352.3,2026-02-24,320.49,-9.03,SL,35,2,3,2,0.1500,0.0700,False
2026-03-03,AXP,2026-02-24,323.22,2026-03-02,307.43,-4.89,OPEN,6,3,3,2,0.1500,0.0700,False
2026-03-03,V,2023-09-25,229.295,2024-01-18,265.401,15.75,TP,115,2,3,2,0.1500,0.0700,False
2026-03-03,V,2024-04-19,268.943,2024-11-12,308.691,14.78,TP,207,2,3,2,0.1500,0.0700,False
2026-03-03,V,2025-03-13,327.21,2026-03-02,320.51,-2.05,OPEN,354,2,3,2,0.1500,0.0700,False
2026-03-03,JNJ,2023-08-31,161.42,2023-10-27,148.49,-8.01,SL,57,2,3,2,0.1500,0.0700,False
2026-03-03,JNJ,2023-10-27,146.09,2025-07-24,169.46,16.0,TP,636,4,3,2,0.1500,0.0700,False
2026-03-03,GE,2024-10-31,172.76,2024-12-19,162.18,-6.12,SL,49,2,3,2,0.1500,0.0700,False
2026-03-03,GE,2024-12-19,163.97,2025-01-24,202.5,23.5,TP,36,2,3,2,0.1500,0.0700,False
2026-03-03,GE,2025-04-03,179.68,2025-04-07,163.21,-9.17,SL,4,2,3,2,0.1500,0.0700,False
2026-03-03,GE,2025-04-07,176.88,2025-05-02,206.37,16.67,TP,25,3,3,2,0.1500,0.0700,False
2026-03-03,GE,2026-01-22,296.93,2026-02-23,342.15,15.23,TP,32,2,3,2,0.1500,0.0700,False
2026-03-03,PEP,2023-08-17,178.46,2023-10-06,158.78,-11.03,SL,50,2,3,2,0.1500,0.0700,False
2026-03-03,PEP,2023-10-06,160.0,2025-01-07,146.46,-8.46,SL,459,4,3,2,0.1500,0.0700,False
2026-03-03,PEP,2025-01-07,145.4,2025-04-28,133.9,-7.91,SL,111,4,3,2,0.1500,0.0700,False
2026-03-03,PEP,2025-04-28,132.48,2025-10-17,153.77,16.07,TP,172,4,3,2,0.1500,0.0700,False
2026-03-03,PEP,2025-11-06,142.93,2026-02-05,166.51,16.5,TP,91,2,3,2,0.1500,0.0700,False
2026-03-03,HSBC,2023-08-15,38.05,2024-05-03,44.67,17.4,TP,262,2,3,2,0.1500,0.0700,False
2026-03-03,HSBC,2024-08-05,40.03,2024-10-30,46.29,15.64,TP,86,3,3,2,0.1500,0.0700,False
2026-03-03,HSBC,2025-04-03,49.72,2025-04-30,55.41,11.44,TP,27,2,3,2,0.1500,0.0700,False
2026-03-03,TMUS,2024-12-17,219.4,2025-02-11,255.115,16.28,TP,56,2,3,2,0.1500,0.0700,False
2026-03-03,TMUS,2025-04-25,231.69,2025-10-30,215.22,-7.11,SL,188,3,3,2,0.1500,0.0700,False
2026-03-03,TMUS,2025-10-30,209.29,2026-01-14,189.15,-9.62,SL,76,4,3,2,0.1500,0.0700,False
2026-03-03,TMUS,2026-01-14,192.36,2026-02-25,221.23,15.01,TP,42,2,3,2,0.1500,0.0700,False
2026-03-03,MA,2023-10-03,392.0,2023-10-30,366.52,-6.5,SL,27,2,3,2,0.1500,0.0700,False
2026-03-03,MA,2023-10-30,373.32,2024-01-19,432.55,15.87,TP,81,2,3,2,0.1500,0.0700,False
2026-03-03,MA,2024-04-30,445.8,2024-10-17,516.29,15.81,TP,170,2,3,2,0.1500,0.0700,False
2026-03-03,MA,2025-01-10,501.5,2025-05-13,580.0,15.65,TP,123,2,3,2,0.1500,0.0700,False
2026-03-03,MA,2025-06-18,536.935,2026-02-24,493.74,-8.04,SL,251,3,3,2,0.1500,0.0700,False
2026-03-03,MA,2026-02-24,502.81,2026-03-02,521.0,3.62,OPEN,6,4,3,2,0.1500,0.0700,False
2026-03-03,HD,2023-09-20,309.4,2023-10-20,285.86,-7.61,SL,30,2,3,2,0.1500,0.0700,False
2026-03-03,HD,2023-10-20,285.82,2023-12-12,330.44,15.61,TP,53,3,3,2,0.1500,0.0700,False
2026-03-03,HD,2024-04-10,351.04,2024-05-28,325.39,-7.31,SL,48,3,3,2,0.1500,0.0700,False
2026-03-03,HD,2024-12-18,395.14,2025-03-13,362.0,-8.39,SL,85,2,3,2,0.1500,0.0700,False
2026-03-03,HD,2025-03-13,350.455,2025-08-14,401.23,14.49,TP,154,4,3,2,0.1500,0.0700,False
2026-03-03,HD,2025-10-06,389.36,2025-11-18,339.98,-12.68,SL,43,2,3,2,0.1500,0.0700,False
2026-03-03,HD,2025-11-18,340.97,2026-03-02,370.81,8.75,OPEN,104,4,3,2,0.1500,0.0700,False
2026-03-03,NVS,2023-09-06,98.22,2024-08-15,113.55,15.61,TP,344,2,3,2,0.1500,0.0700,False
2026-03-03,NVS,2024-10-29,110.63,2024-12-05,102.71,-7.16,SL,37,2,3,2,0.1500,0.0700,False
2026-03-03,NVS,2024-12-05,102.79,2025-06-11,118.53,15.31,TP,188,2,3,2,0.1500,0.0700,False
2026-03-03,NVS,2025-10-28,123.29,2026-01-07,141.67,14.91,TP,71,2,3,2,0.1500,0.0700,False
2026-03-03,ASML,2023-08-15,655.59,2023-09-18,588.18,-10.28,SL,34,2,3,2,0.1500,0.0700,False
2026-03-03,ASML,2023-09-18,596.04,2023-11-20,685.32,14.98,TP,63,4,3,2,0.1500,0.0700,False
2026-03-03,ASML,2024-04-19,870.0,2024-06-06,1048.0,20.46,TP,48,2,3,2,0.1500,0.0700,False
2026-03-03,ASML,2024-07-17,953.5,2024-07-25,873.0,-8.44,SL,8,2,3,2,0.1500,0.0700,False
2026-03-03,ASML,2024-07-25,893.92,2024-08-05,775.0,-13.3,SL,11,3,3,2,0.1500,0.0700,False
2026-03-03,ASML,2024-08-05,840.36,2024-09-09,764.08,-9.08,SL,35,2,3,2,0.1500,0.0700,False
2026-03-03,ASML,2024-09-09,749.91,2024-10-15,867.22,15.64,TP,36,3,3,2,0.1500,0.0700,False
2026-03-03,ASML,2024-10-15,710.97,2024-11-18,651.07,-8.43,SL,34,3,3,2,0.1500,0.0700,False
2026-03-03,ASML,2024-11-18,662.82,2025-01-07,775.0,16.92,TP,50,2,3,2,0.1500,0.0700,False
2026-03-03,ASML,2025-01-07,753.0,2025-01-28,678.8,-9.85,SL,21,2,3,2,0.1500,0.0700,False
2026-03-03,ASML,2025-01-28,727.155,2025-03-31,660.26,-9.2,SL,62,3,3,2,0.1500,0.0700,False
2026-03-03,ASML,2025-03-31,664.57,2025-04-07,586.5,-11.75,SL,7,3,3,2,0.1500,0.0700,False
2026-03-03,ASML,2025-04-07,632.02,2025-05-13,745.26,17.92,TP,36,4,3,2,0.1500,0.0700,False
2026-03-03,ASML,2025-07-21,718.305,2025-09-16,879.94,22.5,TP,57,3,3,2,0.1500,0.0700,False
2026-03-03,TMO,2023-08-16,530.85,2023-10-12,491.84,-7.35,SL,57,2,3,2,0.1500,0.0700,False
2026-03-03,TMO,2023-10-12,479.63,2023-10-26,431.13,-10.11,SL,14,3,3,2,0.1500,0.0700,False
2026-03-03,TMO,2023-10-26,439.57,2023-12-14,529.54,20.47,TP,49,4,3,2,0.1500,0.0700,False
2026-03-03,TMO,2024-04-17,534.8,2024-07-31,614.23,14.85,TP,105,2,3,2,0.1500,0.0700,False
2026-03-03,TMO,2024-10-23,572.36,2024-11-18,510.01,-10.89,SL,26,2,3,2,0.1500,0.0700,False
2026-03-03,TMO,2024-11-18,495.61,2025-01-22,572.5,15.51,TP,65,4,3,2,0.1500,0.0700,False
