date,time,symbol,dip_score,is_dip,fund_pass,price,ma50,ma200,rsi,week52_pct,fcf_usd,fcf_yield_pct,profit_margin_pct,debt_to_equity,roe_pct,pe,price_source,fail_reasons
2026-03-09,09:40:57,HSBC,1,False,True,84.05,88.49,78.05,42.8,78,,,,,,,Stooq,
2026-03-09,09:40:57,TMUS,0,False,False,221.58,214.46,206.60,64.6,45,8758000000,3.45,10.59,0.09,11.9,30.5,Stooq,Capex/FCF=111.91% > MAX=75.00%
2026-03-09,09:40:57,MA,1,False,False,522.34,522.75,548.11,47.0,36,11609000000,,7.63,6.41,29.4,,Stooq,D/E=6.41 > MAX=3.0 (non-financial)
2026-03-09,09:40:57,HD,2,False,False,357.92,378.72,368.70,36.1,28,11496000000,3.16,10.87,48.33,1095.1,21.3,Stooq,D/E=48.33 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,09:40:57,NVS,0,False,True,160.12,163.21,140.89,51.1,87,,,,,,,Stooq,
2026-03-09,09:40:57,ASML,1,False,True,1292.80,1429.60,1193.40,37.8,75,,,,,,,Stooq,
2026-03-09,09:40:57,TMO,2,False,True,501.97,517.48,568.28,32.8,45,6927000000,,13.99,,12.1,,Stooq,
2026-03-09,09:40:57,COST,0,False,False,998.19,996.00,932.74,54.6,72,6745000000,1.52,2.60,1.96,26.6,70.3,Stooq,PE=70.3 > MAX_PE_RATIO=60.0; profitMargin=2.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,09:40:57,ISRG,1,False,False,490.29,495.95,533.07,40.9,37,1660100000,0.95,25.24,0.13,10.9,97.2,Stooq,PE=97.2 > MAX_PE_RATIO=60.0; FCF yield=0.95% < MIN=1.50%
2026-03-09,10:20:32,NVDA,1,False,False,177.69,186.15,185.83,42.3,74,28012399000,0.64,272.58,1.46,134.7,146.1,Stooq,PE=146.1 > MAX_PE_RATIO=60.0; FCF yield=0.64% < MIN=1.50%
2026-03-09,10:20:32,TSLA,1,False,False,396.73,410.17,434.61,41.1,65,4357000000,0.34,15.50,0.66,20.6,85.1,Stooq,PE=85.1 > MAX_PE_RATIO=60.0; FCF yield=0.34% < MIN=1.50%; Capex/FCF=204.25% > MAX=75.00%
2026-03-09,10:20:32,BAC,3,True,False,48.64,52.15,53.20,33.2,62,44982000000,12.15,25.60,10.86,9.6,14.1,Stooq,ROE=9.6% < MIN=10.0%
2026-03-09,10:20:32,MSFT,1,False,True,408.63,401.14,468.75,47.1,29,59475000000,1.95,34.15,1.18,35.1,42.1,Stooq,
2026-03-09,10:20:32,XOM,0,False,True,151.21,150.44,127.04,58.9,92,33450000000,5.42,14.09,0.69,13.7,17.1,Stooq,
2026-03-09,10:20:32,TSM,1,False,True,334.52,364.26,316.65,39.1,79,,,,,,,IBKR,
2026-03-09,10:20:32,AVGO,1,False,False,335.81,329.74,347.55,54.3,71,17633000000,1.12,32.09,3.68,43.1,136.9,IBKR,PE=136.9 > MAX_PE_RATIO=60.0; D/E=3.68 > MAX=3.0 (non-financial); FCF yield=1.12% < MIN=1.50%
2026-03-09,10:20:32,NOW,2,False,False,123.78,108.82,147.58,61.2,21,2704000000,2.12,19.30,2.14,34.4,73.8,IBKR,PE=73.8 > MAX_PE_RATIO=60.0
2026-03-09,10:20:32,WFC,3,True,True,77.09,85.69,87.94,29.8,48,40358000000,13.66,21.66,9.76,10.7,15.4,IBKR,
2026-03-09,10:20:32,CSCO,1,False,True,75.67,79.47,76.21,41.0,68,19037000000,6.28,22.13,1.99,31.7,24.0,IBKR,
2026-03-09,10:20:32,SAP,2,False,True,198.17,201.43,235.64,42.5,2,,,,,,,IBKR,
2026-03-09,10:20:32,PG,0,False,True,154.22,160.08,148.90,43.8,50,13786000000,,17.87,1.53,31.3,,IBKR,
2026-03-09,10:20:32,HIMS,2,False,False,21.82,16.40,33.16,58.1,14,70100000,,-2.70,0.74,-7.6,,IBKR,profitMargin=-2.7% < MIN=5.0%; ROE=-7.6% < MIN=10.0%
2026-03-09,10:20:32,RTX,0,False,False,207.54,202.38,185.06,57.1,95,5468000000,1923.04,4.64,1.68,5.3,0.1,IBKR,profitMargin=4.6% < MIN=5.0%; ROE=5.3% < MIN=10.0%
2026-03-09,10:20:32,MRK,0,False,False,114.18,120.15,103.55,41.9,81,9143000000,,0.61,,0.8,,IBKR,profitMargin=0.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s); ROE=0.8% < MIN=10.0%
2026-03-09,10:20:32,UNH,2,False,True,279.65,283.61,318.71,42.0,13,25682000000,10.04,6.02,6.92,79.1,11.4,IBKR,
2026-03-09,10:20:32,IBM,1,False,False,256.47,254.63,289.99,46.4,42,12686000000,5.28,12.13,4.02,27.5,32.0,IBKR,D/E=4.02 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:20:32,AXP,3,True,True,293.68,328.91,355.72,27.3,41,16996000000,8.24,22.50,9.76,33.9,24.6,IBKR,
2026-03-09,10:20:32,V,2,False,True,311.43,318.71,333.42,38.8,8,20659000000,,52.90,2.21,69.1,,IBKR,
2026-03-09,10:20:32,JNJ,0,False,False,240.23,243.04,211.87,53.9,92,18248000000,,41.28,1.41,45.8,,IBKR,FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:20:32,GE,1,False,False,311.83,329.64,309.35,40.8,81,3610000000,1.08,134.61,5.35,49.0,35.3,IBKR,D/E=5.35 > MAX=3.0 (non-financial); FCF yield=1.08% < MIN=1.50%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:20:32,PEP,0,False,False,158.86,164.23,149.52,46.0,78,7924000000,,9.92,4.51,50.3,,IBKR,D/E=4.51 > MAX=3.0 (non-financial)
2026-03-09,10:20:32,HSBC,1,False,True,82.61,88.16,78.13,40.3,76,,,,,,,IBKR,
2026-03-09,10:20:32,TMUS,0,False,False,216.90,214.77,205.28,57.6,42,8758000000,3.53,10.59,0.09,11.9,29.8,IBKR,Capex/FCF=111.91% > MAX=75.00%
2026-03-09,10:20:32,MA,1,False,False,514.69,521.05,547.17,42.7,31,11609000000,,7.63,6.41,29.4,,IBKR,D/E=6.41 > MAX=3.0 (non-financial)
2026-03-09,10:20:32,HD,4,True,False,346.11,376.77,367.51,30.2,19,11496000000,3.27,10.87,48.33,1095.1,20.6,IBKR,D/E=48.33 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:20:32,NVS,0,False,True,159.40,163.36,141.20,49.5,86,,,,,,,IBKR,
2026-03-09,10:20:32,ASML,1,False,True,1289.51,1423.33,1195.01,37.6,75,,,,,,,IBKR,
2026-03-09,10:20:32,TMO,2,False,True,492.79,514.97,567.78,29.8,41,6927000000,,13.99,,12.1,,IBKR,
2026-03-09,10:20:32,COST,0,False,False,992.53,995.64,932.23,52.6,71,6745000000,1.53,2.60,1.96,26.6,69.9,IBKR,PE=69.9 > MAX_PE_RATIO=60.0; profitMargin=2.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:20:32,ISRG,1,False,False,482.43,495.65,533.53,37.0,32,1660100000,0.96,25.24,0.13,10.9,95.7,IBKR,PE=95.7 > MAX_PE_RATIO=60.0; FCF yield=0.96% < MIN=1.50%
2026-03-09,10:37:08,NVDA,1,False,False,177.27,185.75,185.72,41.9,74,28012399000,0.65,272.58,1.46,134.7,145.8,IBKR,PE=145.8 > MAX_PE_RATIO=60.0; FCF yield=0.65% < MIN=1.50%
2026-03-09,10:37:08,TSLA,2,False,False,382.66,408.76,434.08,35.6,60,4357000000,0.35,15.50,0.66,20.6,82.1,IBKR,PE=82.1 > MAX_PE_RATIO=60.0; FCF yield=0.35% < MIN=1.50%; Capex/FCF=204.25% > MAX=75.00%
2026-03-09,10:37:08,BAC,3,True,False,46.94,51.41,52.79,28.9,57,44982000000,12.59,25.60,10.86,9.6,13.6,IBKR,ROE=9.6% < MIN=10.0%
2026-03-09,10:37:08,MSFT,1,False,True,404.78,401.04,466.45,45.0,28,59475000000,1.97,34.15,1.18,35.1,41.8,IBKR,
2026-03-09,10:37:08,XOM,0,False,True,152.71,150.47,126.54,61.8,97,33450000000,5.37,14.09,0.69,13.7,17.3,IBKR,
2026-03-09,10:37:08,TSM,1,False,True,333.28,364.19,316.64,38.6,78,,,,,,,IBKR,
2026-03-09,10:37:08,AVGO,1,False,False,337.09,329.80,347.56,55.0,72,17633000000,1.12,32.09,3.68,43.1,137.4,IBKR,PE=137.4 > MAX_PE_RATIO=60.0; D/E=3.68 > MAX=3.0 (non-financial); FCF yield=1.12% < MIN=1.50%
2026-03-09,10:37:08,NOW,2,False,False,123.15,108.79,147.58,60.3,21,2704000000,2.13,19.30,2.14,34.4,73.5,IBKR,PE=73.5 > MAX_PE_RATIO=60.0
2026-03-09,10:37:08,WFC,3,True,True,77.11,85.69,87.94,29.8,48,40358000000,13.65,21.66,9.76,10.7,15.4,IBKR,
2026-03-09,10:37:08,CSCO,2,False,True,75.46,79.46,76.21,40.6,67,19037000000,6.30,22.13,1.99,31.7,24.0,IBKR,
2026-03-09,10:37:08,SAP,2,False,True,198.60,201.45,235.64,42.8,3,,,,,,,IBKR,
2026-03-09,10:37:08,PG,0,False,True,154.54,160.10,148.90,44.5,51,13786000000,,17.87,1.53,31.3,,IBKR,
2026-03-09,10:37:08,HIMS,2,False,False,22.20,16.42,33.16,59.1,15,70100000,,-2.70,0.74,-7.6,,IBKR,profitMargin=-2.7% < MIN=5.0%; ROE=-7.6% < MIN=10.0%
2026-03-09,10:37:08,RTX,0,False,False,207.50,202.38,185.06,57.0,95,5468000000,1923.41,4.64,1.68,5.3,0.1,IBKR,profitMargin=4.6% < MIN=5.0%; ROE=5.3% < MIN=10.0%
2026-03-09,10:37:08,MRK,0,False,False,114.91,120.19,103.56,43.3,83,9143000000,,0.61,,0.8,,IBKR,profitMargin=0.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s); ROE=0.8% < MIN=10.0%
2026-03-09,10:37:08,UNH,2,False,True,280.14,283.63,318.71,42.3,13,25682000000,10.02,6.02,6.92,79.1,11.5,IBKR,
2026-03-09,10:37:08,IBM,1,False,False,254.81,254.55,289.97,45.5,40,12686000000,5.31,12.13,4.02,27.5,31.8,IBKR,D/E=4.02 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:37:08,AXP,3,True,True,295.27,328.99,355.74,27.9,42,16996000000,8.20,22.50,9.76,33.9,24.8,IBKR,
2026-03-09,10:37:08,V,2,False,True,311.35,318.71,333.42,38.7,8,20659000000,,52.90,2.21,69.1,,IBKR,
2026-03-09,10:37:08,JNJ,0,False,False,240.96,243.08,211.87,55.2,93,18248000000,,41.28,1.41,45.8,,IBKR,FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:37:08,GE,1,False,False,310.72,329.58,309.34,40.3,81,3610000000,1.08,134.61,5.35,49.0,35.2,IBKR,D/E=5.35 > MAX=3.0 (non-financial); FCF yield=1.08% < MIN=1.50%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:37:08,PEP,0,False,False,159.18,164.24,149.53,46.7,78,7924000000,,9.92,4.51,50.3,,IBKR,D/E=4.51 > MAX=3.0 (non-financial)
2026-03-09,10:37:08,HSBC,1,False,True,83.01,88.18,78.13,40.9,77,,,,,,,IBKR,
2026-03-09,10:37:08,TMUS,0,False,False,216.54,214.75,205.27,57.1,42,8758000000,3.53,10.59,0.09,11.9,29.8,IBKR,Capex/FCF=111.91% > MAX=75.00%
2026-03-09,10:37:08,MA,1,False,False,513.77,521.00,547.16,42.3,30,11609000000,,7.63,6.41,29.4,,IBKR,D/E=6.41 > MAX=3.0 (non-financial)
2026-03-09,10:37:08,HD,4,True,False,346.28,376.78,367.51,30.3,19,11496000000,3.27,10.87,48.33,1095.1,20.6,IBKR,D/E=48.33 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:37:08,NVS,0,False,True,159.88,163.39,141.20,50.6,87,,,,,,,IBKR,
2026-03-09,10:37:08,ASML,1,False,True,1295.96,1423.65,1195.08,38.3,75,,,,,,,IBKR,
2026-03-09,10:37:08,TMO,2,False,True,493.49,515.01,567.79,30.0,42,6927000000,,13.99,,12.1,,IBKR,
2026-03-09,10:37:08,COST,0,False,False,990.90,995.56,932.21,52.0,70,6745000000,1.54,2.60,1.96,26.6,69.8,IBKR,PE=69.8 > MAX_PE_RATIO=60.0; profitMargin=2.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:37:08,ISRG,1,False,False,483.30,495.70,533.54,37.4,33,1660100000,0.96,25.24,0.13,10.9,95.9,IBKR,PE=95.9 > MAX_PE_RATIO=60.0; FCF yield=0.96% < MIN=1.50%
2026-03-09,10:52:58,NVDA,1,False,False,178.72,185.83,185.73,43.5,75,28012399000,0.64,272.58,1.46,134.7,147.0,IBKR,PE=147.0 > MAX_PE_RATIO=60.0; FCF yield=0.64% < MIN=1.50%
2026-03-09,10:52:58,TSLA,2,False,False,384.88,408.87,434.10,36.4,61,4357000000,0.35,15.50,0.66,20.6,82.5,IBKR,PE=82.5 > MAX_PE_RATIO=60.0; FCF yield=0.35% < MIN=1.50%; Capex/FCF=204.25% > MAX=75.00%
2026-03-09,10:52:58,BAC,3,True,False,46.90,51.40,52.79,28.8,57,44982000000,12.60,25.60,10.86,9.6,13.6,IBKR,ROE=9.6% < MIN=10.0%
2026-03-09,10:52:58,MSFT,1,False,True,406.23,401.11,466.47,45.9,29,59475000000,1.96,34.15,1.18,35.1,41.9,IBKR,
2026-03-09,10:52:58,XOM,0,False,True,153.48,150.51,126.55,62.8,98,33450000000,5.34,14.09,0.69,13.7,17.4,IBKR,
2026-03-09,10:52:58,TSM,1,False,True,335.63,364.31,316.66,39.5,79,,,,,,,IBKR,
2026-03-09,10:52:58,AVGO,1,False,False,338.66,329.88,347.58,55.9,72,17633000000,1.11,32.09,3.68,43.1,138.1,IBKR,PE=138.1 > MAX_PE_RATIO=60.0; D/E=3.68 > MAX=3.0 (non-financial); FCF yield=1.11% < MIN=1.50%
2026-03-09,10:52:58,NOW,2,False,False,122.24,108.75,147.57,59.0,20,2704000000,2.14,19.30,2.14,34.4,72.9,IBKR,PE=72.9 > MAX_PE_RATIO=60.0
2026-03-09,10:52:58,WFC,3,True,True,77.09,85.69,87.94,29.8,48,40358000000,13.66,21.66,9.76,10.7,15.4,IBKR,
2026-03-09,10:52:58,CSCO,2,False,True,75.39,79.46,76.21,40.5,67,19037000000,6.30,22.13,1.99,31.7,24.0,IBKR,
2026-03-09,10:52:58,SAP,2,False,True,199.11,201.47,235.65,43.3,3,,,,,,,IBKR,
2026-03-09,10:52:58,PG,0,False,True,154.16,160.08,148.90,43.7,50,13786000000,,17.87,1.53,31.3,,IBKR,
2026-03-09,10:52:58,HIMS,2,False,False,21.35,16.38,33.15,56.8,13,70100000,,-2.70,0.74,-7.6,,IBKR,profitMargin=-2.7% < MIN=5.0%; ROE=-7.6% < MIN=10.0%
2026-03-09,10:52:58,RTX,0,False,False,208.09,202.41,185.07,57.7,96,5468000000,1917.96,4.64,1.68,5.3,0.1,IBKR,profitMargin=4.6% < MIN=5.0%; ROE=5.3% < MIN=10.0%
2026-03-09,10:52:58,MRK,0,False,False,114.74,120.18,103.56,43.0,82,9143000000,,0.61,,0.8,,IBKR,profitMargin=0.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s); ROE=0.8% < MIN=10.0%
2026-03-09,10:52:58,UNH,2,False,True,281.24,283.69,318.72,43.0,14,25682000000,9.98,6.02,6.92,79.1,11.5,IBKR,
2026-03-09,10:52:58,IBM,1,False,False,253.86,254.50,289.96,44.9,39,12686000000,5.33,12.13,4.02,27.5,31.7,IBKR,D/E=4.02 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:52:58,AXP,3,True,True,294.75,328.97,355.73,27.7,42,16996000000,8.21,22.50,9.76,33.9,24.7,IBKR,
2026-03-09,10:52:58,V,2,False,True,311.55,318.72,333.42,38.9,9,20659000000,,52.90,2.21,69.1,,IBKR,
2026-03-09,10:52:58,JNJ,0,False,False,240.63,243.06,211.87,54.6,93,18248000000,,41.28,1.41,45.8,,IBKR,FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:52:58,GE,1,False,False,312.27,329.66,309.36,41.1,82,3610000000,1.08,134.61,5.35,49.0,35.4,IBKR,D/E=5.35 > MAX=3.0 (non-financial); FCF yield=1.08% < MIN=1.50%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:52:58,PEP,0,False,False,159.05,164.24,149.53,46.4,78,7924000000,,9.92,4.51,50.3,,IBKR,D/E=4.51 > MAX=3.0 (non-financial)
2026-03-09,10:52:58,HSBC,1,False,True,83.30,88.19,78.14,41.5,77,,,,,,,IBKR,
2026-03-09,10:52:58,TMUS,0,False,False,218.31,214.84,205.29,59.7,44,8758000000,3.50,10.59,0.09,11.9,30.0,IBKR,Capex/FCF=111.91% > MAX=75.00%
2026-03-09,10:52:58,MA,1,False,False,514.12,521.02,547.16,42.4,31,11609000000,,7.63,6.41,29.4,,IBKR,D/E=6.41 > MAX=3.0 (non-financial)
2026-03-09,10:52:58,HD,4,True,False,348.10,376.87,367.53,31.1,21,11496000000,3.25,10.87,48.33,1095.1,20.7,IBKR,D/E=48.33 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:52:58,NVS,0,False,True,159.84,163.38,141.20,50.5,87,,,,,,,IBKR,
2026-03-09,10:52:58,ASML,1,False,True,1300.34,1423.87,1195.12,38.9,76,,,,,,,IBKR,
2026-03-09,10:52:58,TMO,2,False,True,494.86,515.08,567.80,30.5,42,6927000000,,13.99,,12.1,,IBKR,
2026-03-09,10:52:58,COST,0,False,False,993.14,995.67,932.23,52.8,71,6745000000,1.53,2.60,1.96,26.6,69.9,IBKR,PE=69.9 > MAX_PE_RATIO=60.0; profitMargin=2.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,10:52:58,ISRG,1,False,False,485.02,495.78,533.56,38.2,34,1660100000,0.96,25.24,0.13,10.9,96.2,IBKR,PE=96.2 > MAX_PE_RATIO=60.0; FCF yield=0.96% < MIN=1.50%
2026-03-09,11:08:46,NVDA,1,False,False,179.10,185.85,185.74,44.0,75,28012399000,0.64,272.58,1.46,134.7,147.3,IBKR,PE=147.3 > MAX_PE_RATIO=60.0; FCF yield=0.64% < MIN=1.50%
2026-03-09,11:08:46,TSLA,2,False,False,385.66,408.91,434.11,36.6,61,4357000000,0.35,15.50,0.66,20.6,82.7,IBKR,PE=82.7 > MAX_PE_RATIO=60.0; FCF yield=0.35% < MIN=1.50%; Capex/FCF=204.25% > MAX=75.00%
2026-03-09,11:08:46,BAC,3,True,False,46.96,51.41,52.79,28.9,57,44982000000,12.59,25.60,10.86,9.6,13.6,IBKR,ROE=9.6% < MIN=10.0%
2026-03-09,11:08:46,MSFT,1,False,True,408.07,401.20,466.49,47.0,30,59475000000,1.95,34.15,1.18,35.1,42.1,IBKR,
2026-03-09,11:08:46,XOM,0,False,True,153.46,150.51,126.55,62.8,98,33450000000,5.34,14.09,0.69,13.7,17.4,IBKR,
2026-03-09,11:08:46,TSM,1,False,True,336.30,364.34,316.67,39.8,79,,,,,,,IBKR,
2026-03-09,11:08:46,AVGO,1,False,False,340.12,329.96,347.59,56.7,73,17633000000,1.11,32.09,3.68,43.1,138.7,IBKR,PE=138.7 > MAX_PE_RATIO=60.0; D/E=3.68 > MAX=3.0 (non-financial); FCF yield=1.11% < MIN=1.50%
2026-03-09,11:08:46,NOW,2,False,False,123.52,108.81,147.58,60.9,21,2704000000,2.12,19.30,2.14,34.4,73.6,IBKR,PE=73.6 > MAX_PE_RATIO=60.0
2026-03-09,11:08:46,WFC,3,True,True,77.33,85.70,87.94,30.1,49,40358000000,13.61,21.66,9.76,10.7,15.5,IBKR,
2026-03-09,11:08:46,CSCO,1,False,True,75.90,79.48,76.21,41.5,68,19037000000,6.26,22.13,1.99,31.7,24.1,IBKR,
2026-03-09,11:08:46,SAP,2,False,True,199.50,201.49,235.65,43.6,3,,,,,,,IBKR,
2026-03-09,11:08:46,PG,0,False,True,154.58,160.10,148.90,44.6,51,13786000000,,17.87,1.53,31.3,,IBKR,
2026-03-09,11:08:46,HIMS,2,False,False,21.61,16.39,33.16,57.5,14,70100000,,-2.70,0.74,-7.6,,IBKR,profitMargin=-2.7% < MIN=5.0%; ROE=-7.6% < MIN=10.0%
2026-03-09,11:08:46,RTX,0,False,False,207.70,202.39,185.06,57.3,96,5468000000,1921.56,4.64,1.68,5.3,0.1,IBKR,profitMargin=4.6% < MIN=5.0%; ROE=5.3% < MIN=10.0%
2026-03-09,11:08:46,MRK,0,False,False,115.67,120.22,103.57,44.8,84,9143000000,,0.61,,0.8,,IBKR,profitMargin=0.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s); ROE=0.8% < MIN=10.0%
2026-03-09,11:08:46,UNH,2,False,True,282.90,283.77,318.74,44.0,14,25682000000,9.92,6.02,6.92,79.1,11.6,IBKR,
2026-03-09,11:08:46,IBM,1,False,False,254.61,254.54,289.97,45.3,40,12686000000,5.32,12.13,4.02,27.5,31.8,IBKR,D/E=4.02 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,11:08:46,AXP,3,True,True,296.50,329.05,355.75,28.3,43,16996000000,8.17,22.50,9.76,33.9,24.9,IBKR,
2026-03-09,11:08:46,V,2,False,True,312.24,318.75,333.43,39.4,10,20659000000,,52.90,2.21,69.1,,IBKR,
2026-03-09,11:08:46,JNJ,0,False,False,241.47,243.10,211.88,56.0,93,18248000000,,41.28,1.41,45.8,,IBKR,FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,11:08:46,GE,1,False,False,312.25,329.66,309.36,41.0,82,3610000000,1.08,134.61,5.35,49.0,35.4,IBKR,D/E=5.35 > MAX=3.0 (non-financial); FCF yield=1.08% < MIN=1.50%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,11:08:46,PEP,0,False,False,159.65,164.27,149.53,47.6,79,7924000000,,9.92,4.51,50.3,,IBKR,D/E=4.51 > MAX=3.0 (non-financial)
2026-03-09,11:08:46,HSBC,1,False,True,83.53,88.21,78.14,41.9,78,,,,,,,IBKR,
2026-03-09,11:08:46,TMUS,0,False,False,218.58,214.85,205.29,60.1,44,8758000000,3.50,10.59,0.09,11.9,30.1,IBKR,Capex/FCF=111.91% > MAX=75.00%
2026-03-09,11:08:46,MA,1,False,False,513.33,520.98,547.15,42.0,30,11609000000,,7.63,6.41,29.4,,IBKR,D/E=6.41 > MAX=3.0 (non-financial)
2026-03-09,11:08:46,HD,4,True,False,348.80,376.91,367.54,31.4,21,11496000000,3.24,10.87,48.33,1095.1,20.7,IBKR,D/E=48.33 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,11:08:46,NVS,0,False,True,160.29,163.41,141.20,51.4,88,,,,,,,IBKR,
2026-03-09,11:08:46,ASML,1,False,True,1312.68,1424.48,1195.24,40.6,77,,,,,,,IBKR,
